Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Return,Short_MA,Long_MA
2021-10-14,2021,10,14,Thursday,41,2021-41,411.69,415.05,411.22,414.9,70236800,0.01682059744608133,408.0907142857142,414.1854
2021-10-15,2021,10,15,Friday,41,2021-41,417.01,418.42,416.39,418.06,66260200,0.007615730953942412,408.3071428571429,414.289
2021-10-18,2021,10,18,Monday,42,2021-42,416.28,419.63,415.62,419.3,62213200,0.0029606646523518965,409.2092857142857,414.4038
2021-10-19,2021,10,19,Tuesday,42,2021-42,420.92,422.6,420.31,422.53,46996800,0.0077147589480817125,410.2935714285714,414.5898
2021-10-20,2021,10,20,Wednesday,42,2021-42,422.99,424.49,422.88,424.19,49571600,0.003927772665007767,411.85214285714284,414.79879999999997
2021-10-21,2021,10,21,Thursday,42,2021-42,423.59,425.52,423.16,425.3,41305400,0.0026081505117163672,413.1485714285714,415.00939999999997
2021-10-22,2021,10,22,Friday,42,2021-42,424.87,426.31,422.92,424.86,58845100,-0.0010360830878505256,414.7885714285715,415.1864
2021-10-25,2021,10,25,Monday,43,2021-43,425.94,427.46,424.17,427.14,45214500,0.005362778200538987,416.2921428571429,415.3938
2021-10-26,2021,10,26,Tuesday,43,2021-43,428.68,429.89,427.14,427.52,56075100,0.0009002339965367145,417.70285714285717,415.5892
2021-10-27,2021,10,27,Wednesday,43,2021-43,427.98,428.64,425.55,425.63,72438000,-0.004430307144120071,418.7264285714286,415.8016
2021-10-28,2021,10,28,Thursday,43,2021-43,427.05,429.81,427.04,429.73,51437900,0.009648884622866394,420.0964285714286,416.1868
2021-10-29,2021,10,29,Friday,43,2021-43,427.44,430.89,427.14,430.6,70162400,0.0020291206833604747,421.7407142857143,416.5766
2021-11-01,2021,11,1,Monday,44,2021-44,431.59,431.96,429.62,431.35,48433600,0.0017201224489622469,423.51071428571424,416.916
2021-11-02,2021,11,2,Tuesday,44,2021-44,431.51,433.4,431.38,433.09,48908400,0.0040432103067196135,425.3,417.2174
2021-11-03,2021,11,3,Wednesday,44,2021-44,432.53,436.14,432.09,435.73,52509800,0.006105150132181603,426.7878571428572,417.5582
2021-11-04,2021,11,4,Thursday,44,2021-44,436.33,437.87,435.99,437.79,52847100,0.004712531119332342,428.19714285714286,417.92260000000005
2021-11-05,2021,11,5,Friday,44,2021-44,440.01,441.29,437.8,439.31,66390600,0.0034694774376267112,429.62642857142856,418.36699999999996
2021-11-08,2021,11,8,Monday,45,2021-45,440.4,440.9,439.0,439.68,50405200,0.0008536897716795444,430.8514285714286,418.7442
2021-11-09,2021,11,9,Tuesday,45,2021-45,440.05,440.28,436.82,438.23,51149100,-0.003305234903502652,431.8542857142857,419.0554
2021-11-10,2021,11,10,Wednesday,45,2021-45,436.54,438.23,433.22,434.7,69429700,-0.008044873517983664,432.52571428571434,419.3086
2021-11-11,2021,11,11,Thursday,45,2021-45,436.19,436.27,434.82,434.84,34848500,0.00032349770662731814,433.2385714285714,419.56
2021-11-12,2021,11,12,Friday,45,2021-45,436.11,438.68,435.16,438.12,53466700,0.007546680929275018,434.0228571428571,419.851
2021-11-15,2021,11,15,Monday,46,2021-46,439.41,439.57,437.15,438.27,46980500,0.0003425639146739101,434.7907142857143,420.1472
2021-11-16,2021,11,16,Tuesday,46,2021-46,438.01,441.14,437.94,440.01,48857500,0.00395777197470748,435.8178571428572,420.50840000000005
2021-11-17,2021,11,17,Wednesday,46,2021-46,439.75,439.92,438.32,438.94,47858300,-0.0024291517069880975,436.4757142857143,420.8586
2021-11-18,2021,11,18,Thursday,46,2021-46,439.97,440.69,437.25,440.43,50625600,0.003396398209074558,437.17785714285714,421.27459999999996
2021-11-19,2021,11,19,Friday,46,2021-46,440.32,441.57,439.28,439.64,57315600,-0.0017881061630350414,437.77000000000004,421.741
2021-11-22,2021,11,22,Monday,47,2021-47,441.52,444.0,438.2,438.41,72762000,-0.0028151723043576826,438.15000000000003,422.1614
2021-11-23,2021,11,23,Tuesday,47,2021-47,438.08,439.84,435.48,438.99,73206500,0.0013258695193199,438.3828571428571,422.6386
2021-11-24,2021,11,24,Wednesday,47,2021-47,436.99,440.28,436.17,440.16,61858800,0.00266984800671044,438.5521428571428,423.06980000000004
2021-11-26,2021,11,26,Friday,47,2021-47,433.5,434.96,429.22,430.34,112669600,-0.022303150934274374,437.9114285714286,423.3178
2021-11-29,2021,11,29,Monday,48,2021-48,435.12,437.46,432.93,435.62,86268800,0.012266550404292031,437.62142857142857,423.7528
2021-11-30,2021,11,30,Tuesday,48,2021-48,433.18,435.09,426.9,427.14,148559600,-0.019457541304322534,436.82928571428573,424.15619999999996
2021-12-01,2021,12,1,Wednesday,48,2021-48,432.85,435.69,422.2,422.4,131939200,-0.011106999815456042,435.95071428571424,424.4726
2021-12-02,2021,12,2,Thursday,48,2021-48,422.62,430.44,422.22,428.87,127637800,0.015316148706095545,435.5242857142857,424.839
2021-12-03,2021,12,3,Friday,48,2021-48,430.53,431.59,420.92,425.14,137331600,-0.008701362152198522,434.59714285714284,425.031
2021-12-06,2021,12,6,Monday,49,2021-49,427.68,432.05,425.27,430.17,98977500,0.011843438911428583,434.0185714285714,425.31
2021-12-07,2021,12,7,Tuesday,49,2021-49,435.44,439.63,430.04,439.07,95484700,0.02068465249849072,433.95142857142855,425.7908
2021-12-08,2021,12,8,Wednesday,49,2021-49,439.46,440.68,437.71,440.23,72238800,0.00264799691453943,434.04357142857145,426.46200000000005
2021-12-09,2021,12,9,Thursday,49,2021-49,438.95,440.34,437.06,437.26,61272600,-0.006751549695377834,433.8171428571428,427.06019999999995
2021-12-10,2021,12,10,Friday,49,2021-49,439.96,441.53,437.41,441.38,77159800,0.009413545975337279,433.9414285714285,427.8404
2021-12-13,2021,12,13,Monday,50,2021-50,440.86,441.21,437.19,437.47,87724700,-0.008858290786438627,433.8742857142857,428.4468
2021-12-14,2021,12,14,Tuesday,50,2021-50,434.2,436.69,431.54,434.46,97264100,-0.006880111068456984,433.55071428571426,429.098
2021-12-15,2021,12,15,Wednesday,50,2021-50,434.51,441.49,432.0,441.25,116899300,0.015625038414078585,433.62857142857143,429.80120000000005
2021-12-16,2021,12,16,Thursday,50,2021-50,443.09,443.37,435.81,437.36,116568600,-0.008818598552019719,434.13,430.39300000000003
2021-12-17,2021,12,17,Friday,50,2021-50,434.28,437.28,431.0,432.7,135511600,-0.010643032354321513,433.9214285714285,430.8210000000001
2021-12-20,2021,12,20,Monday,51,2021-51,427.63,428.49,424.49,428.1,107134800,-0.010633324884055217,433.98999999999995,431.17199999999997
2021-12-21,2021,12,21,Tuesday,51,2021-51,431.51,435.84,429.35,435.7,69806300,0.017759105226925698,434.94,431.73440000000005
2021-12-22,2021,12,22,Wednesday,51,2021-51,435.45,440.17,435.25,440.06,58890200,0.00999868110313562,435.73928571428576,432.4042
2021-12-23,2021,12,23,Thursday,51,2021-51,441.06,444.29,440.95,442.8,56439700,0.006222123900862853,437.0007142857143,433.0994
2021-12-27,2021,12,27,Monday,52,2021-52,444.17,449.11,444.12,449.06,56808600,0.014152051644305885,438.34999999999997,433.78259999999995
2021-12-28,2021,12,28,Tuesday,52,2021-52,449.5,450.52,447.93,448.7,47274600,-0.000817131101903068,439.03785714285715,434.3954
2021-12-29,2021,12,29,Wednesday,52,2021-52,448.8,450.29,447.8,449.27,54503000,0.0012791377576342189,439.6835714285714,434.99480000000005
2021-12-30,2021,12,30,Thursday,52,2021-52,449.69,450.7,447.57,448.03,55329000,-0.00276435841561562,440.45285714285717,435.50479999999993
2021-12-31,2021,12,31,Friday,52,2021-52,447.54,448.69,446.63,446.9,65237400,-0.0025204032645222973,440.8471428571429,435.959
2022-01-03,2022,1,3,Monday,01,2022-01,448.16,449.62,445.85,449.49,72668200,0.005790023505901631,441.7057142857143,436.4428
2022-01-04,2022,1,4,Tuesday,01,2022-01,450.91,451.62,447.48,449.34,71178700,-0.0003347869282508409,442.7685714285714,436.9324
2022-01-05,2022,1,5,Wednesday,01,2022-01,448.97,449.74,440.61,440.71,104538900,-0.01920225973659051,442.72999999999996,437.20380000000006
2022-01-06,2022,1,6,Thursday,01,2022-01,440.25,443.0,437.93,440.29,86858900,-0.0009392630441332761,442.93928571428575,437.4592
2022-01-07,2022,1,7,Friday,01,2022-01,440.3,441.48,437.2,438.55,85111600,-0.003953617888559746,443.35714285714283,437.7176
2022-01-10,2022,1,10,Monday,02,2022-02,435.36,438.22,429.62,438.01,119362000,-0.001244493582131856,444.065,437.8832
2022-01-11,2022,1,11,Tuesday,02,2022-02,437.74,442.09,434.75,442.0,74303100,0.009108232503891367,444.515,438.11120000000005
2022-01-12,2022,1,12,Wednesday,02,2022-02,443.73,445.24,441.23,443.19,67605400,0.002703863961831532,444.73857142857145,438.34799999999996
2022-01-13,2022,1,13,Thursday,02,2022-02,444.29,444.94,436.06,437.09,91173100,-0.013778749510759414,444.33071428571424,438.42799999999994
2022-01-14,2022,1,14,Friday,02,2022-02,433.94,437.61,432.73,437.26,95890900,0.00040900949184097257,443.48785714285714,438.4586
2022-01-18,2022,1,18,Tuesday,03,2022-03,432.58,432.79,428.41,429.52,109709100,-0.01770954248190848,442.1178571428572,438.2932
2022-01-19,2022,1,19,Wednesday,03,2022-03,431.06,432.46,424.79,425.06,109357600,-0.010383660057393107,440.3885714285714,438.0082
2022-01-20,2022,1,20,Thursday,03,2022-03,426.94,431.64,418.24,420.36,122379700,-0.011068127703654063,438.4121428571429,437.6218
2022-01-21,2022,1,21,Friday,03,2022-03,419.24,421.59,412.08,412.1,202271200,-0.019630525479826022,435.9264285714286,437.09920000000005
2022-01-24,2022,1,24,Monday,04,2022-04,406.51,414.36,395.9,413.85,251783900,0.004246725518179506,433.3807142857143,436.6822
2022-01-25,2022,1,25,Tuesday,04,2022-04,407.47,413.74,401.91,408.8,167997300,-0.012208908631214044,430.485,436.1614
2022-01-26,2022,1,26,Wednesday,04,2022-04,414.68,417.81,403.52,407.78,186391100,-0.002508884263156319,428.1328571428571,435.5546
2022-01-27,2022,1,27,Thursday,04,2022-04,412.37,415.5,404.08,405.76,149878300,-0.004937962824094755,425.6664285714286,434.9044
2022-01-28,2022,1,28,Friday,04,2022-04,407.12,415.89,402.54,415.84,164457400,0.024835350944084178,424.0442857142857,434.421
2022-01-31,2022,1,31,Monday,05,2022-05,415.17,423.68,413.83,423.33,152251400,0.018010940379788343,422.9957142857143,434.1088
2022-02-01,2022,2,1,Tuesday,05,2022-05,424.05,426.83,420.53,426.19,123155400,0.006757096259497608,421.86642857142857,433.824
2022-02-02,2022,2,2,Wednesday,05,2022-05,428.59,431.05,426.28,430.33,117361000,0.00971431407013812,420.9478571428571,433.63779999999997
2022-02-03,2022,2,3,Thursday,05,2022-05,424.31,426.21,419.38,420.21,118024400,-0.02350515405429454,419.7421428571429,433.2738
2022-02-04,2022,2,4,Friday,05,2022-05,419.98,426.03,417.61,422.19,118454400,0.004702246719364478,418.6657142857143,432.9378
2022-02-07,2022,2,7,Monday,06,2022-06,422.95,424.35,419.51,420.84,84472900,-0.003209261362453586,418.04571428571427,432.5514
2022-02-08,2022,2,8,Tuesday,06,2022-06,420.34,425.22,418.92,424.3,81012000,0.00822759319149946,417.99142857142857,432.43059999999997
2022-02-09,2022,2,9,Wednesday,06,2022-06,428.33,430.83,428.13,430.51,92589900,0.01463635215453829,418.71642857142854,432.3284
2022-02-10,2022,2,10,Thursday,06,2022-06,424.67,430.67,420.78,422.77,140103700,-0.017965616945647356,419.4785714285714,432.241
2022-02-11,2022,2,11,Friday,06,2022-06,422.86,424.93,413.01,414.44,153214600,-0.019718911936173034,419.5207142857143,432.0818
2022-02-14,2022,2,14,Monday,07,2022-07,413.93,415.51,409.62,413.08,123006300,-0.0032693736659421546,419.82642857142855,431.76599999999996
2022-02-15,2022,2,15,Tuesday,07,2022-07,417.51,419.91,417.0,419.74,88482700,0.016127140034802423,420.68071428571426,431.658
2022-02-16,2022,2,16,Wednesday,07,2022-07,417.7,421.59,415.83,420.21,84863600,0.0011207507714203757,421.7128571428571,431.4588
2022-02-17,2022,2,17,Thursday,07,2022-07,417.03,420.19,410.64,411.24,102259100,-0.021361423449997252,421.38428571428574,430.9022
2022-02-18,2022,2,18,Friday,07,2022-07,411.49,412.74,406.31,408.58,132642900,-0.006475034228912602,420.33071428571424,430.26919999999996
2022-02-22,2022,2,22,Tuesday,08,2022-08,406.37,409.77,400.7,404.19,124391800,-0.010731617613007782,418.75928571428574,429.6078
2022-02-23,2022,2,23,Wednesday,08,2022-08,407.1,407.66,396.46,397.02,132578000,-0.017738734037830994,416.38,428.7206
2022-02-24,2022,2,24,Thursday,08,2022-08,386.74,403.43,386.38,403.0,213942900,0.015049296756589614,415.1507142857143,428.03119999999996
2022-02-25,2022,2,25,Friday,08,2022-08,404.23,411.97,402.58,411.89,121804500,0.022063990213673,414.415,427.5798
2022-02-28,2022,2,28,Monday,09,2022-09,406.51,412.31,405.25,410.83,145615000,-0.0025587686969417156,413.7,426.9714
2022-03-01,2022,3,1,Tuesday,09,2022-09,409.34,411.34,401.88,404.58,137785900,-0.015230061733636058,412.2914285714286,426.31579999999997
2022-03-02,2022,3,2,Wednesday,09,2022-09,406.83,413.74,406.07,412.02,117726500,0.01839602008303287,410.9707142857142,425.90219999999994
2022-03-03,2022,3,3,Thursday,09,2022-09,414.45,415.05,408.17,409.97,105501700,-0.004978357222851004,410.05642857142857,425.5396
2022-03-04,2022,3,4,Friday,09,2022-09,406.24,407.77,402.6,406.64,113978200,-0.008124713828754793,409.4992857142857,424.9584
2022-03-07,2022,3,7,Monday,10,2022-10,406.05,406.76,394.58,394.65,137896600,-0.02947905469556833,408.18285714285713,424.0502
2022-03-08,2022,3,8,Tuesday,10,2022-10,394.83,401.97,390.59,391.66,164772700,-0.007581727083498024,406.1771428571428,423.0274
2022-03-09,2022,3,9,Wednesday,10,2022-10,400.02,404.13,397.84,402.16,116990800,0.026810845954397422,404.8878571428572,422.0894
2022-03-10,2022,3,10,Thursday,10,2022-10,397.56,401.24,395.6,400.34,93972700,-0.00451558295761656,404.1092857142857,421.1222
2022-03-11,2022,3,11,Friday,10,2022-10,402.83,403.44,394.74,395.25,95636300,-0.012715025960451376,403.15714285714284,420.0418
2022-03-14,2022,3,14,Monday,11,2022-11,396.02,399.47,391.22,392.36,95729200,-0.007308509402109364,402.3121428571429,418.9284
2022-03-15,2022,3,15,Tuesday,11,2022-11,394.97,401.62,393.7,400.99,106219100,0.021990427284587888,402.5957142857143,418.01019999999994
2022-03-16,2022,3,16,Wednesday,11,2022-11,404.49,409.94,399.7,409.88,144954800,0.022174270804603546,403.08714285714285,417.218
2022-03-17,2022,3,17,Thursday,11,2022-11,407.97,415.01,407.6,415.01,102676900,0.012511083458770278,403.31,416.5314
2022-03-18,2022,3,18,Friday,11,2022-11,413.4,419.88,412.67,419.56,106345500,0.010952719770619845,403.9335714285714,416.10839999999996
2022-03-21,2022,3,21,Monday,12,2022-12,419.39,421.39,415.93,419.43,88349800,-0.0002924781614245253,404.9942857142857,415.69120000000004
2022-03-22,2022,3,22,Tuesday,12,2022-12,420.82,425.28,420.82,424.34,74650400,0.01170138505388607,405.87428571428575,415.407
2022-03-23,2022,3,23,Wednesday,12,2022-12,421.81,423.3,418.79,418.88,79426100,-0.012878467192498078,406.5107142857143,415.0244
2022-03-24,2022,3,24,Thursday,12,2022-12,420.9,425.2,419.78,425.19,64736900,0.015074496758468392,407.8357142857143,414.6882
2022-03-25,2022,3,25,Friday,12,2022-12,425.82,427.54,423.25,427.27,77101300,0.004883556451546811,410.1657142857143,414.36980000000005
2022-03-28,2022,3,28,Monday,13,2022-13,426.67,430.31,424.79,430.31,68529800,0.007113136721945912,412.9264285714286,414.23420000000004
2022-03-29,2022,3,29,Tuesday,13,2022-13,434.19,436.12,431.51,435.63,86581500,0.01237079711189204,415.3171428571428,414.2016
2022-03-30,2022,3,30,Wednesday,13,2022-13,434.49,435.3,430.84,432.94,79666900,-0.006174755175857527,417.6457142857143,414.27
2022-03-31,2022,3,31,Thursday,13,2022-13,432.18,433.0,425.82,426.28,121699900,-0.01539129232790426,419.8621428571429,414.2944
2022-04-01,2022,4,1,Friday,13,2022-13,427.85,427.99,423.92,427.49,89048800,0.002834071543572181,422.37142857142857,414.43699999999995
2022-04-04,2022,4,4,Monday,14,2022-14,427.68,431.25,426.86,431.15,59601000,0.008566494596236485,424.5257142857143,414.818
2022-04-05,2022,4,5,Tuesday,14,2022-14,429.66,432.12,424.56,425.7,74214500,-0.012631382545144287,425.6557142857142,415.055
2022-04-06,2022,4,6,Wednesday,14,2022-14,421.79,423.72,418.57,421.44,106898000,-0.009999301760781565,426.11499999999995,415.3078
2022-04-07,2022,4,7,Thursday,14,2022-14,420.57,425.38,418.62,423.57,78097200,0.005038925002299077,426.40142857142854,415.6236
2022-04-08,2022,4,8,Friday,14,2022-14,422.81,425.32,420.9,422.44,79272700,-0.002673803919268747,426.61642857142857,415.9572
2022-04-11,2022,4,11,Monday,15,2022-15,419.17,420.01,414.71,415.22,89770500,-0.017092453703362542,425.965,415.9448
2022-04-12,2022,4,12,Tuesday,15,2022-15,418.2,420.72,412.13,413.68,84363600,-0.003705120314431376,425.5935714285714,415.7518
2022-04-13,2022,4,13,Wednesday,15,2022-15,413.43,419.17,413.25,418.41,74070400,0.011453628473765631,425.1092857142857,415.59619999999995
2022-04-14,2022,4,14,Thursday,15,2022-15,418.64,419.76,413.1,413.2,97869500,-0.01245159497974302,424.1042857142857,415.2536
2022-04-18,2022,4,18,Monday,16,2022-16,412.28,415.05,411.15,413.37,66002500,0.00041071222566446686,422.89428571428573,415.1168
2022-04-19,2022,4,19,Tuesday,16,2022-16,413.27,420.76,413.1,420.05,77821000,0.016142757847558364,421.78142857142853,415.074
2022-04-20,2022,4,20,Wednesday,16,2022-16,421.82,422.44,418.58,419.74,65224400,-0.0007412753568772912,420.83857142857147,415.05199999999996
2022-04-21,2022,4,21,Thursday,16,2022-16,423.35,424.74,412.55,413.46,85417300,-0.014953780789510596,419.92285714285714,414.8352
2022-04-22,2022,4,22,Friday,16,2022-16,412.37,413.48,401.55,402.11,132471800,-0.027439209816182752,418.11,414.2672
2022-04-25,2022,4,25,Monday,17,2022-17,399.88,404.62,395.32,404.45,119647700,0.005797827600027228,416.20285714285717,413.9008
2022-04-26,2022,4,26,Tuesday,17,2022-17,401.92,402.11,392.7,392.73,103996300,-0.02896094600404653,413.8478571428572,413.46659999999997
2022-04-27,2022,4,27,Wednesday,17,2022-17,393.81,399.17,391.7,393.84,122030000,0.002811859073533318,411.87642857142856,413.0818
2022-04-28,2022,4,28,Thursday,17,2022-17,398.58,405.51,394.15,403.79,105449100,0.025259328527641234,410.4635714285714,412.76279999999997
2022-04-29,2022,4,29,Friday,17,2022-17,399.8,401.95,388.12,388.86,145491100,-0.03695552114202538,408.065,412.1358
2022-05-02,2022,5,2,Monday,18,2022-18,388.93,392.56,382.27,391.2,158312500,0.00601941743001233,406.3492857142857,411.735
2022-05-03,2022,5,3,Tuesday,18,2022-18,391.7,395.4,390.15,393.0,100028200,0.0045839117732136,404.8721428571429,411.4234
2022-05-04,2022,5,4,Wednesday,18,2022-18,393.66,405.53,390.48,404.96,144247900,0.030453049742869887,403.9114285714286,411.43880000000007
2022-05-05,2022,5,5,Thursday,18,2022-18,400.71,401.13,386.45,390.57,172929100,-0.03554294455018503,402.295,411.30980000000005
2022-05-06,2022,5,6,Friday,18,2022-18,388.01,391.51,382.95,388.24,151770800,-0.005968867594294269,400.5,411.0146
2022-05-09,2022,5,9,Monday,19,2022-19,382.35,383.59,374.23,375.81,155586100,-0.032017279878105764,397.34000000000003,410.293
2022-05-10,2022,5,10,Tuesday,19,2022-19,381.77,383.28,372.65,376.68,132497200,0.0023105226102824172,394.2642857142857,409.61
2022-05-11,2022,5,11,Wednesday,19,2022-19,375.72,381.35,369.95,370.69,142361000,-0.015886192178989456,391.20928571428567,408.9322
2022-05-12,2022,5,12,Thursday,19,2022-19,367.5,373.57,363.52,370.31,125090800,-0.001043723089841908,388.9378571428571,408.098
2022-05-13,2022,5,13,Friday,19,2022-19,374.43,380.54,373.39,379.16,104174400,0.023907919271626943,387.13142857142856,407.4818
2022-05-16,2022,5,16,Monday,20,2022-20,377.52,381.28,375.27,377.62,78622400,-0.004057765387031842,386.0521428571428,406.90139999999997
2022-05-17,2022,5,17,Tuesday,20,2022-20,383.7,385.63,379.97,385.39,83029700,0.0205703758496405,385.4485714285715,406.71619999999996
2022-05-18,2022,5,18,Wednesday,20,2022-20,380.84,381.12,368.62,369.85,117674500,-0.040311449222537044,383.02428571428567,406.28
2022-05-19,2022,5,19,Thursday,20,2022-20,366.8,372.01,365.37,367.59,98510700,-0.006124820287777166,381.505,405.5886
2022-05-20,2022,5,20,Friday,20,2022-20,371.17,374.73,359.17,367.75,131432200,0.0004366073739074938,379.83,404.9368
2022-05-23,2022,5,23,Monday,21,2022-21,370.77,375.39,368.46,374.63,76414900,0.01870999201188739,378.51785714285717,404.5244
2022-05-24,2022,5,24,Tuesday,21,2022-21,370.51,372.96,365.23,371.77,91448800,-0.0076335940046281525,376.1471428571429,404.11259999999993
2022-05-25,2022,5,25,Wednesday,21,2022-21,370.28,377.02,369.88,375.05,91472900,0.008834722249584592,375.0385714285714,403.59380000000004
2022-05-26,2022,5,26,Thursday,21,2022-21,376.28,384.18,376.07,382.55,82168300,0.01998163352885074,374.6321428571428,403.04720000000003
2022-05-27,2022,5,27,Friday,21,2022-21,385.0,392.05,384.8,391.94,84768700,0.02454896374702087,375.7842857142858,402.5858
2022-05-31,2022,5,31,Tuesday,22,2022-22,390.33,393.07,387.0,389.74,95937000,-0.005610878880667802,376.71714285714285,401.98940000000005
2022-06-01,2022,6,1,Wednesday,22,2022-22,391.85,392.86,384.08,386.59,86585800,-0.008088622487231856,377.8528571428572,401.3326
2022-06-02,2022,6,2,Thursday,22,2022-22,386.43,394.0,384.18,393.95,79609600,0.0190435141274381,379.5414285714286,400.72479999999996
2022-06-03,2022,6,3,Friday,22,2022-22,389.24,390.79,386.51,387.48,71874300,-0.016411620360210155,380.13571428571424,400.09680000000003
2022-06-06,2022,6,6,Monday,23,2022-23,391.49,393.21,387.49,388.66,57508900,0.003044630800120851,380.92428571428576,399.36620000000005
2022-06-07,2022,6,7,Tuesday,23,2022-23,385.18,392.85,384.72,392.39,59272400,0.009592435915112718,381.4242857142857,398.6686
2022-06-08,2022,6,8,Wednesday,23,2022-23,390.68,392.47,387.33,388.13,64350000,-0.010872122427784014,382.73,397.825
2022-06-09,2022,6,9,Thursday,23,2022-23,386.35,388.62,378.9,378.9,86289800,-0.023782962568891786,383.53785714285715,396.6904
2022-06-10,2022,6,10,Friday,23,2022-23,372.7,373.55,367.86,367.91,132893900,-0.02899563237178715,383.54928571428576,395.3898
2022-06-13,2022,6,13,Monday,24,2022-24,358.52,360.37,352.34,353.94,170004900,-0.03796813165729662,382.07142857142856,393.94300000000004
2022-06-14,2022,6,14,Tuesday,24,2022-24,355.69,356.72,349.78,352.87,104011800,-0.0030132095963314454,380.72142857142853,392.45060000000007
2022-06-15,2022,6,15,Wednesday,24,2022-24,356.17,362.34,351.22,357.9,125666800,0.014256266872265222,379.4964285714286,390.9856
2022-06-16,2022,6,16,Thursday,24,2022-24,349.7,350.11,343.63,346.06,134473300,-0.03309614822179385,376.89,389.39279999999997
2022-06-17,2022,6,17,Friday,24,2022-24,346.47,350.14,343.31,346.81,111113900,0.002156056553251462,373.6664285714286,387.90020000000004
2022-06-21,2022,6,21,Tuesday,25,2022-25,352.52,356.92,352.45,355.54,76811900,0.02517341182120969,371.22357142857146,386.5396
2022-06-22,2022,6,22,Wednesday,25,2022-25,351.32,359.0,350.9,354.89,90059400,-0.0018131008315989128,368.95928571428567,385.1886
2022-06-23,2022,6,23,Thursday,25,2022-25,357.02,359.1,353.47,358.37,79292100,0.009802749726461668,366.41785714285714,384.0516
2022-06-24,2022,6,24,Friday,25,2022-25,361.54,369.77,361.51,369.76,98050300,0.031793785634281146,365.15214285714285,383.1732
2022-06-27,2022,6,27,Monday,26,2022-26,370.68,370.98,367.26,368.35,66009600,-0.003819769473503709,363.70142857142855,382.172
2022-06-28,2022,6,28,Tuesday,26,2022-26,369.91,372.68,360.71,360.83,86548900,-0.020432627382777846,361.44714285714286,381.1246
2022-06-29,2022,6,29,Wednesday,26,2022-26,361.38,362.36,358.71,360.53,65676000,-0.0008147312338421253,359.4757142857143,380.06780000000003
2022-06-30,2022,6,30,Thursday,26,2022-26,356.65,360.83,353.16,357.6,112508300,-0.008124244851276052,357.95428571428573,378.81879999999995
2022-07-01,2022,7,1,Friday,26,2022-26,356.95,361.82,354.33,361.38,74839700,0.01057662200941989,357.48785714285714,377.65160000000003
2022-07-05,2022,7,5,Tuesday,27,2022-27,356.3,362.09,353.48,362.07,81438000,0.0018884710207986988,358.06857142857143,376.6238000000001
2022-07-06,2022,7,6,Wednesday,27,2022-27,362.21,365.77,359.83,363.29,70426200,0.0033774665974612983,358.8128571428571,375.84740000000005
2022-07-07,2022,7,7,Thursday,27,2022-27,365.06,369.53,363.31,368.73,64525900,0.014977206954569056,359.5864285714286,375.13300000000004
2022-07-08,2022,7,8,Friday,27,2022-27,367.1,370.3,365.57,368.43,72397800,-0.0008226718428230306,361.1842857142857,374.64700000000005
2022-07-11,2022,7,11,Monday,28,2022-28,365.75,366.72,363.53,364.22,58366900,-0.011423514422112424,362.42785714285714,374.0546
2022-07-12,2022,7,12,Tuesday,28,2022-28,363.67,366.05,359.25,361.0,62219200,-0.008848964325125053,362.8178571428571,373.19879999999995
2022-07-13,2022,7,13,Wednesday,28,2022-28,355.56,362.03,355.15,359.1,84224600,-0.0052516163501595825,363.1185714285715,372.60360000000003
2022-07-14,2022,7,14,Thursday,28,2022-28,354.15,359.31,351.72,358.23,89704800,-0.0024286568247908757,363.10857142857145,371.94419999999997
2022-07-15,2022,7,15,Friday,28,2022-28,362.63,365.19,360.72,365.07,79060400,0.019105296965008955,362.7735714285714,371.38559999999995
2022-07-18,2022,7,18,Monday,29,2022-29,368.15,368.83,360.83,362.06,63203600,-0.008257092094534624,362.32428571428574,370.52759999999995
2022-07-19,2022,7,19,Tuesday,29,2022-29,365.97,372.41,365.32,371.84,78506000,0.02701917218009675,363.1107142857143,370.15299999999996
2022-07-20,2022,7,20,Wednesday,29,2022-29,372.03,375.62,370.66,374.21,71843800,0.006373116843402693,364.08785714285716,369.8724
2022-07-21,2022,7,21,Thursday,29,2022-29,373.63,378.07,371.23,378.02,64903900,0.010183316662745412,365.5464285714285,369.9166
2022-07-22,2022,7,22,Friday,29,2022-29,378.14,379.34,372.3,374.51,72197300,-0.009278126136273324,366.4842857142857,369.8732
2022-07-25,2022,7,25,Monday,30,2022-30,375.14,375.82,372.73,374.97,53631500,0.0012150368283847524,367.4057142857143,369.95880000000005
2022-07-26,2022,7,26,Tuesday,30,2022-30,373.33,373.54,369.64,370.53,52946400,-0.011831072713062496,367.92285714285714,369.9632
2022-07-27,2022,7,27,Wednesday,30,2022-30,373.82,381.9,373.53,380.15,82342100,0.025966349242797504,368.7385714285714,369.983
2022-07-28,2022,7,28,Thursday,30,2022-30,380.96,385.61,377.41,384.92,73966600,0.012542313993432641,369.9164285714286,370.129
2022-07-29,2022,7,29,Friday,30,2022-30,386.35,391.52,385.59,390.53,87003700,0.014578799360348116,371.7957142857143,370.2318
2022-08-01,2022,8,1,Monday,31,2022-31,387.84,391.88,387.13,389.38,69997500,-0.0029611641608958683,373.8228571428571,370.62239999999997
2022-08-02,2022,8,2,Tuesday,31,2022-31,387.81,391.49,385.63,386.81,63435400,-0.006597487283585779,375.8021428571428,371.0068
